OBJECTID,EoICode,StationNam,Longitude,Latitude,Altitude,StationTyp,StationAre,avg15
669,PL0538A,Siedlce-Konarskiego,22.282001,52.172145,155,background,urban,24.910774
670,PL0542A,Grudziadz Starówka,18.752503,53.491831,29,background,urban,26.828296
671,PL0549A,"Bochnia, ul. Konfederatów Barskich",20.439511,49.969017,202,background,urban,29.210169
672,PL0550A,"Nowy Sacz, ul. Nadbrzezna",20.714403,49.619281,305,background,urban,36.010959
673,PL0552A,"Trzebinia, os. Zwiazku Walki Mlodych",19.477464,50.159406,340,background,urban,25.841226
674,PL0558A,AM12 Koscierzyna Targowa,17.975861,54.120694,163,background,urban,22.855385
675,PL0566A,"Starachowice, ul. Zlota",21.084175,51.050611,264,background,urban,22.348468
676,PL0585A,Jelenia Góra - Oginskiego,15.765608,50.913433,345,background,urban,18.372678
677,PL0591A,"Zary, ul. Szymanowskiego 8",15.127808,51.642656,160,background,urban,19.588286
678,PL0594A,Przemysl-Grunwaldzka-WIOS,22.756239,49.784339,201,background,urban,25.920167
679,PL0620A,Ostroleka-Hallera,21.579322,53.083736,96,background,urban,21.023672
680,PL0623A,Mielec-MOSIR-WIOS,21.434331,50.300761,167,background,urban,27.10193
681,PL0624A,WpPleszew,17.788673,51.885218,120,background,urban,33.561364
682,PT03071,Olivais,-9.108056,38.768889,32,background,urban,11.345238
683,PT03083,Laranjeiro,-9.157778,38.663611,63,background,urban,13.551207
684,PT03089,Mem Martins,-9.347222,38.785,173,background,urban,12.228133
685,PT05007,Joaquim Magalhăes,-7.926667,37.015,4,background,urban,11.912215
686,RO0074A,CJ-2,23.596678,46.775002,333,background,urban,17.301691
687,RO0084A,IS-2,27.583614,47.151112,44,background,urban,23.156837
688,RO0176A,PH-2,26.025902,44.939201,160,background,urban,16.893697
689,RO0194A,TM-2,21.227453,45.755493,89,background,urban,11.119221
690,SE0004A,Göteborg Femman,11.970002,57.708611,30,background,urban,8.266937
691,SE0015A,Landskrona Polishuset,12.829702,55.869659,20,background,urban,7.792754
692,SE0022A,Stockholm Torkel Knutssongatan,18.057501,59.31694,58,background,urban,4.80579
693,SE0084A,Stockholm Olaus Petri,18.090834,59.346111,30,background,urban,4.209584
694,SE0104A,Uppsala Klostergatan,17.635658,59.860111,22,background,urban,4.136593
695,SE37657,Burlöv Församlingshemmet,13.0788,55.633598,10,background,urban,8.251126
696,SE37658,Umeĺ Förskolan Uven,20.289301,63.820801,0,background,urban,3.677026
697,SI0058A,Ljubljana Biotehnicna fakulteta,14.4713,46.0483,297,background,suburban,22.565476
698,SI0059A,Maribor Vrbanski plato,15.627231,46.568722,280,background,urban,19.259669
699,SK0008A,Ruzomberok - Riadok,19.302525,49.079166,475,background,urban,22.749334
700,SK0022A,Hnusta - Hlavna,19.951685,48.583611,320,background,urban,17.574611
701,SK0025A,Jelsava - Jesenskeho,20.240284,48.631111,289,background,urban,22.278441
702,SK0030A,Strazske - Mierova,21.837503,48.874165,133,background,urban,20.164213
703,SK0037A,Humenne - Nam. slobody,21.913622,48.930836,160,background,urban,19.419321
704,SK0039A,Martin - Jesenskeho,18.921947,49.066944,383,background,urban,17.417422
705,SK0264A,Kosice - Amurska,21.286388,48.691113,201,background,urban,18.989409
706,XK0001A,Prishtine1,21.08135,42.385586,0,background,suburban,28.486592
707,Y_CZ0BBNI,Brno-Lisen,16.677942,49.213231,340,background,urban,18.477178
708,Y_CZ0HHKT,Hr.Kral.-tr.SNP,15.856972,50.218543,232,background,urban,20.18
709,Y_CZ0HJIC,Jicin,15.352657,50.439498,283,background,urban,18.397
710,Y_CZ0TOPO,Ostrava-Poruba/CHMU,18.159264,49.825267,242,background,suburban,22.678
